Gene_ID,Locus_Tag,Feature_Type,Name,BlastRules,COG,EC,GO,KEGG,NCBIFam,PFAM,RFAM,RefSeq,SO,UniParc,UniRef
MPDKNC_03547,MPDKNC_03547,CDS,HxlR family transcriptional regulator,,COG1733|K,,,,,,,WP_238282099.1,0001217,UPI001EE1B5E4,UniRef100_UPI001EE1B5E4|UniRef50_D3FRE8|UniRef90_A0A0M0G259
MPDKNC_03548,MPDKNC_03548,CDS,Macrolide transporter,,COG2814|G,,,,,,,WP_056540943.1,0001217,UPI0006F95140,UniRef100_A0A5D4RQI8|UniRef50_S2XPA3|UniRef90_A0A0M0G2N3
MPDKNC_03549,MPDKNC_03549,CDS,MFS transporter,,COG2814|G,,,,,,,WP_079515626.1,0001217,UPI0009A82AF0,UniRef100_A0A5D4RPV2|UniRef50_A0A0A3J5X6|UniRef90_A0A0M0G309
MPDKNC_03550,MPDKNC_03550,CDS,HTH marR-type domain-containing protein,,COG1846|K,,,,,,,WP_056540938.1,0001217,UPI0006F31CB9,UniRef100_A0A5D4RRG1|UniRef50_A0A0P6WU19|UniRef90_A0A0J5T7U3
MPDKNC_03551,MPDKNC_03551,CDS,Xylose isomerase,,,,,,,,,WP_056540935.1,0001217,UPI0006FF5BB4,UniRef100_UPI0006FF5BB4|UniRef50_A0A090IWM9|UniRef90_A0A0M0G223
MPDKNC_03552,MPDKNC_03552,CDS,Zinc-binding alcohol dehydrogenase,,COG0604|CR,,,,,,,WP_056540932.1,0001217,UPI0006F66BA3,UniRef100_UPI0006F66BA3|UniRef50_A0A160IPU1|UniRef90_A0A0M0G253
MPDKNC_03553,MPDKNC_03553,CDS,ArsR family transcriptional regulator,,COG1733|K,,,,,,,WP_056540927.1,0001217,UPI0007002C94,UniRef100_A0A5D4RTF3|UniRef50_A0A0M0L765|UniRef90_A0A0M0G2M8
MPDKNC_03554,MPDKNC_03554,CDS,Arginine deiminase,,COG1834|E,,,,,,,WP_056540923.1,0001217,UPI0007013707,UniRef100_UPI0007013707|UniRef50_I0JQA4|UniRef90_A0A0M0G302
MPDKNC_03555,MPDKNC_03555,CDS,YqcI/YcgG family protein,,,,,K09190,,,,WP_056540921.1,0001217,UPI0006F8A063,UniRef100_UPI0006F8A063|UniRef50_P45944|UniRef90_A0A0M0G204
MPDKNC_03556,MPDKNC_03556,CDS,Amino acid transporter,,COG1280|E,,,K06895,,,,WP_056540918.1,0001217,UPI0006FE1365,UniRef100_UPI0006FE1365|UniRef50_P94381|UniRef90_A0A0M0G217
MPDKNC_03557,MPDKNC_03557,CDS,Spore gernimation protein GerQ,,COG5577|M,,,,,,,WP_056540914.1,0001217,UPI0006F1E4AC,UniRef100_UPI0006F1E4AC|UniRef50_W4VJM2|UniRef90_A0A0M0G248
MPDKNC_03558,MPDKNC_03558,CDS,L%2CD-transpeptidase,,COG1376|M,,,,,,,WP_053429252.1,0001217,UPI0006A9CF20,UniRef100_A0A0M0G2M1|UniRef50_O34816|UniRef90_A0A0M0G2M1
MPDKNC_03559,MPDKNC_03559,CDS,aspartate kinase,,COG0527|E,2.7.2.4,0004072|0009089,,,,,,0001217,,UniRef50_A0A0M0G2I0|UniRef90_A0A0M0G2I0
MPDKNC_03560,MPDKNC_03560,CDS,Homoserine dehydrogenase,,,,,,,,,WP_238282103.1,0001217,UPI001EE2BDC7,UniRef100_UPI001EE2BDC7|UniRef50_A0A6F8TXZ4|UniRef90_A0A0M0G2Z7
MPDKNCJOEG_178,,regulatory_region,SAM riboswitch aptamer (S box leader),,,,,,,,RF00162,,0000140,,
MPDKNC_03561,MPDKNC_03561,CDS,DUF2254 domain-containing protein,,COG4325|S,,,,,,,WP_238282105.1,0001217,UPI001EE2DBB9,UniRef100_UPI001EE2DBB9|UniRef50_I0JHT3|UniRef90_A0A0M0G1Z9
MPDKNC_03562,MPDKNC_03562,CDS,Oligoendopeptidase F,,COG1164|E,3.4.24.-,,K08602,,,,WP_238282114.1,0001217,UPI001EE2AEE0,UniRef100_UPI001EE2AEE0|UniRef50_A0A1C4DT89|UniRef90_A0A0M0G212
MPDKNC_03563,MPDKNC_03563,CDS,DUF5068 domain-containing protein,,,,,,,,,WP_238282124.1,0001217,UPI001EE285D0,UniRef100_UPI001EE285D0|UniRef50_A0A0M0G243|UniRef90_A0A0M0G243
MPDKNC_03564,MPDKNC_03564,CDS,Glyoxalase,,C|COG2764,,,,,,,WP_079515614.1,0001217,UPI0009A70819,UniRef100_UPI0009A70819|UniRef50_A0A1X9M8I4|UniRef90_A0A0M0G2L4
MPDKNC_03565,MPDKNC_03565,CDS,Aminopeptidase,,COG2234|OE,,,,,,,WP_273546585.1,0001217,UPI002358449A,UniRef100_UPI002358449A|UniRef50_M7NE51|UniRef90_A0A0M0G2Z2
MPDKNC_03566,MPDKNC_03566,CDS,AB hydrolase-1 domain-containing protein,,,,,,,,,WP_238282126.1,0001217,UPI001EE1BD74,UniRef100_UPI001EE1BD74|UniRef50_A0A0J5V3H3|UniRef90_A0A0M0G2K1
MPDKNCJOEG_212,,regulatory_region,SAM riboswitch aptamer (S box leader),,,,,,,,RF00162,,0000140,,
MPDKNC_03567,MPDKNC_03567,CDS,hypothetical protein,,,,,,,,,WP_238282128.1,0001217,UPI001EE170B0,UniRef100_UPI001EE170B0|UniRef50_A0A0M0G1Z3|UniRef90_A0A0M0G1Z3
MPDKNC_03568,MPDKNC_03568,CDS,Oxidoreductase,,COG0300|R,,,,,,,WP_238282138.1,0001217,UPI001EE24746,UniRef100_UPI001EE24746|UniRef50_A0A0M0L8R8|UniRef90_A0A0M0G207
MPDKNC_03569,MPDKNC_03569,CDS,murein tripeptide/oligopeptide ABC transporter ATP binding protein OppF,,COG4172|Q,7.4.2.-,0005524|0015833,,,,,WP_238282140.1,0001217,UPI001EE2B3AA,UniRef100_UPI001EE2B3AA|UniRef50_K9EBG3|UniRef90_A0A0M0G237
MPDKNC_03570,MPDKNC_03570,CDS,Peptide ABC transporter permease,,COG0601|EP,,,,,,,WP_404818393.1,0001217,UPI00384B419B,UniRef100_UPI00384B419B|UniRef50_R9LIV1|UniRef90_A0A0M0G2N5
MPDKNC_03571,MPDKNC_03571,CDS,Peptide ABC transporter permease,,,,,,,,,WP_238282142.1,0001217,UPI001EE1E0A5,UniRef100_UPI001EE1E0A5|UniRef50_A0A4Y6UYJ0|UniRef90_A0A0M0G2K9
MPDKNC_03572,MPDKNC_03572,CDS,Solute-binding protein family 5 domain-containing protein,,COG0747|E,,,,,,,,0001217,,UniRef50_A0A8J4SL45|UniRef90_A0A0J5S470
MPDKNC_03573,MPDKNC_03573,CDS,ABC transporter permease,,,,,,,,,WP_056540868.1,0001217,UPI0006FE898D,UniRef100_A0A5D4RTH3|UniRef50_A0A0M0G1Y8|UniRef90_A0A0M0G1Y8
MPDKNC_03574,MPDKNC_03574,CDS,ABC transporter ATP-binding protein,,,,,,,,,WP_318341593.1,0001217,UPI00296EEE91,UniRef100_UPI00296EEE91|UniRef50_A0A0M0G200|UniRef90_A0A5D4RNL7
MPDKNC_03575,MPDKNC_03575,CDS,Isochorismatase,,COG1335|HR,,,,,,,,0001217,,UniRef50_S2YGP2|UniRef90_A0A0M0G232
MPDKNC_03576,MPDKNC_03576,CDS,YvaD family protein,,,,,,,,,,0001217,,UniRef50_M1MI12|UniRef90_A0A5D4RP24
MPDKNC_03577,MPDKNC_03577,CDS,Multidrug efflux SMR transporter,,COG2076|V,,,K03297,,,,WP_238282145.1,0001217,UPI001EE356D8,UniRef100_UPI001EE356D8|UniRef50_A0A0M0G2Y4|UniRef90_A0A0M0G2Y4
MPDKNC_03578,MPDKNC_03578,CDS,Nudix hydrolase domain-containing protein,,COG1051|F,,,,,,,WP_238282147.1,0001217,UPI001EE2D572,UniRef100_UPI001EE2D572|UniRef50_A0A0M0G1Y3|UniRef90_A0A0M0G1Y3
MPDKNC_03579,MPDKNC_03579,CDS,MFS transporter,,,,,K08152,,,,,0001217,,UniRef50_A0A6F8TSG2|UniRef90_A0A0M0G371
MPDKNC_03580,MPDKNC_03580,CDS,TetR family transcriptional regulator,,COG1309|K,,,,,,,WP_238282151.1,0001217,UPI001EE3627A,UniRef100_UPI001EE3627A|UniRef50_A0A6F8TUE6|UniRef90_A0A0M0G1Z6
MPDKNC_03581,MPDKNC_03581,CDS,N-acetyltransferase domain-containing protein,,COG1670|JO,,,,,,,WP_238282153.1,0001217,UPI001EE2E8F0,UniRef100_UPI001EE2E8F0|UniRef50_A0A165LY36|UniRef90_A0A165LY36
MPDKNC_03582,MPDKNC_03582,CDS,Alpha/beta hydrolase,,COG0596|HR,,,,,,,,0001217,,UniRef50_Q81D60|UniRef90_A0A5D4RNR4
MPDKNC_03583,MPDKNC_03583,CDS,GNAT family N-acetyltransferase,,,,,,,,,WP_079516690.1,0001217,UPI0009A71E0D,UniRef100_UPI0009A71E0D|UniRef50_A0A511ZEU7|UniRef90_A0A5D4RP35
MPDKNC_03584,MPDKNC_03584,CDS,Endolytic transglycosylase MltG,,,,,,,,,WP_079515598.1,0001217,UPI0009A60C87,UniRef100_A0A5D4RTI1|UniRef50_A0A0M0KT10|UniRef90_A0A0M0G2Y0
MPDKNC_03585,MPDKNC_03585,CDS,DUF2802 domain-containing protein,,,,,,,,,WP_238282157.1,0001217,UPI001EE1C8EF,UniRef100_UPI001EE1C8EF|UniRef50_A0A942Z0E8|UniRef90_A0A0M0G1X7
MPDKNC_03586,MPDKNC_03586,CDS,Transcriptional regulator,,COG1917|R,,,,,,,WP_238282158.1,0001217,UPI001EE212F9,UniRef100_UPI001EE212F9|UniRef50_A0A0C2VXT5|UniRef90_A0A0M0G1Z0
MPDKNC_03587,MPDKNC_03587,CDS,Membrane protein,,,,,,,,,WP_218246532.1,0001217,UPI001C48E471,UniRef100_UPI001C48E471|UniRef50_Q6HHH4|UniRef90_A0A0M0G222
MPDKNC_03588,MPDKNC_03588,CDS,MarR family transcriptional regulator,,COG1846|K,,,,,,,,0001217,,UniRef50_A0A150L5L6|UniRef90_A0A0M0G3J9
MPDKNC_03589,MPDKNC_03589,CDS,Ring-cleaving dioxygenase,,COG2514|Q,,,K15975,,,,WP_238282160.1,0001217,UPI001EE201BA,UniRef100_UPI001EE201BA|UniRef50_A0A0J5T6T4|UniRef90_A0A0J5T6T4
MPDKNC_03590,MPDKNC_03590,CDS,Ring-cleaving dioxygenase,,COG0346|Q,,,K15975,,,,WP_048014567.1,0001217,UPI00064EC41E,UniRef100_A0A0J5VCV4|UniRef50_F4BMC6|UniRef90_A0A5D4RQM5
MPDKNC_03591,MPDKNC_03591,CDS,hypothetical protein,,,,,,,,,,,,
MPDKNC_03592,MPDKNC_03592,CDS,Nitroreductase,,COG3560|R,,,K07078,,,,WP_056540827.1,0001217,UPI0006FF703A,UniRef100_A0A5D4RTY9|UniRef50_Q5WJY1|UniRef90_A0A0M0G218
MPDKNC_03593,MPDKNC_03593,CDS,Helix-turn-helix transcriptional regulator,,COG1733|K,,,,,,,WP_048007138.1,0001217,UPI00064F4670,UniRef100_A0A0J5S482|UniRef50_D5DZK0|UniRef90_A0A0J5S482
MPDKNC_03594,MPDKNC_03594,CDS,FMN dependent NADH:quinone oxidoreductase,,C|COG1182,1.7.1.17,,K01118,,,,WP_238282162.1,0001217,UPI001EE31C4A,UniRef100_UPI001EE31C4A|UniRef50_O32224|UniRef90_A0A0M0G2X2
MPDKNC_03595,MPDKNC_03595,CDS,glucose 1-dehydrogenase,WP_003246720,COG1028|I,1.1.1.47,0047934|0047935,,,,,WP_056540823.1,0001217,UPI0006FAE531,UniRef100_A0A5D4RNN2|UniRef50_P39485|UniRef90_P39485
MPDKNC_03596,MPDKNC_03596,CDS,Glucose transporter GlcU,,COG4975|G,,,K05340,,,,WP_148985587.1,0001217,UPI0011E94CDD,UniRef100_A0A5D4RTG0|UniRef50_P40420|UniRef90_A0A0J5T7Y2
MPDKNC_03597,MPDKNC_03597,CDS,Glycerate kinase,,,2.7.1.165,,K00865,,,,WP_238284463.1,0001217,UPI001EE1F886,UniRef100_UPI001EE1F886|UniRef50_A0A168QAT5|UniRef90_A0A5D4RP42
MPDKNC_03598,MPDKNC_03598,CDS,Gluconate:proton symporter,,,,,,,,,WP_056540816.1,0001217,UPI0006F4655E,UniRef100_UPI0006F4655E|UniRef50_Q57493|UniRef90_A0A0M0G2I1
MPDKNC_03599,MPDKNC_03599,CDS,Carbohydrate diacid regulator,,,,,K02647,,,,WP_148985589.1,0001217,UPI0011E8F532,UniRef100_A0A5D4RQN2|UniRef50_A0A0M0G2W7|UniRef90_A0A0M0G2W7
MPDKNC_03600,MPDKNC_03600,CDS,Transporter,,,,,,,,,WP_238282164.1,0001217,UPI001EE15CD4,UniRef100_UPI001EE15CD4|UniRef50_D5DJ50|UniRef90_A0A0M0G2H5
MPDKNC_03601,MPDKNC_03601,CDS,SAM-dependent methyltransferase,,,,,,,,,WP_238282166.1,0001217,UPI001EE250A5,UniRef100_UPI001EE250A5|UniRef50_Q81BT9|UniRef90_A0A0M0G1W2
MPDKNC_03602,MPDKNC_03602,CDS,Permease,,,,,K08152,,,,WP_238282168.1,0001217,UPI001EE1699D,UniRef100_UPI001EE1699D|UniRef50_S2YEN9|UniRef90_A0A0M0G1X4
MPDKNC_03603,MPDKNC_03603,CDS,ABC transporter substrate-binding protein,,,,,,,,,WP_238282170.1,0001217,UPI001EE20262,UniRef100_UPI001EE20262|UniRef50_A0A0M0G208|UniRef90_A0A5D4RNS9
MPDKNC_03604,MPDKNC_03604,CDS,DUF3221 domain-containing protein,,,,,,,,,WP_079515584.1,0001217,UPI0009A7401D,UniRef100_UPI0009A7401D|UniRef50_A0A0M0G2H6|UniRef90_A0A5D4RTK0
MPDKNC_03605,MPDKNC_03605,CDS,[ribosomal protein uS5]-alanine N-acetyltransferase,,,,,,,,,WP_238282171.1,0001217,UPI001EE15E47,UniRef100_UPI001EE15E47|UniRef50_A0A0M0G1W9|UniRef90_A0A0M0G1W9
MPDKNC_03606,MPDKNC_03606,CDS,2OG-Fe(II) oxygenase,,,,,,,,,WP_152915683.1,0001217,UPI000A841CFB,UniRef100_A0A0J5YC92|UniRef50_C0Z6I6|UniRef90_A0A0J5YC92
MPDKNC_03607,MPDKNC_03607,CDS,hypothetical protein,,,,,,,,,WP_079515581.1,0001217,UPI0009A64991,UniRef100_UPI0009A64991|UniRef50_A0A165LYD8|UniRef90_A0A165LYD8
MPDKNC_03608,MPDKNC_03608,CDS,KdpD-like non-kinase potassium sensor,,COG2205|T,,,,,,,WP_238282175.1,0001217,UPI001EE2BC10,UniRef100_UPI001EE2BC10|UniRef50_A0A6H3A8U2|UniRef90_A0A0M0G2V7
MPDKNC_03609,MPDKNC_03609,CDS,potassium-transporting ATPase subunit KdpC,,COG2156|P,7.2.2.6,0006813|0008556|0016020,,,,,WP_056540779.1,0001217,UPI0006FFF4B1,UniRef100_UPI0006FFF4B1|UniRef50_A7GLG5|UniRef90_A0A0J5S490
MPDKNC_03610,MPDKNC_03610,CDS,potassium-transporting ATPase subunit KdpB,,COG2216|P,7.2.2.6,0005524|0006813|0008556|0016020|0031004,,,,,WP_238282186.1,0001217,UPI001EE2E048,UniRef100_UPI001EE2E048|UniRef50_P9WPU3|UniRef90_A0A0M0G1W4
MPDKNC_03611,MPDKNC_03611,CDS,potassium-transporting ATPase subunit KdpA,,COG2060|P,7.2.2.6,0006813|0008556|0031004,K01546,,,,,0001217,,UniRef50_Q81HQ1|UniRef90_A0A163MV65
MPDKNC_03612,MPDKNC_03612,CDS,K(+)-transporting ATPase subunit F,,,,,,,,,WP_079516689.1,0001217,UPI0009A81A7A,UniRef100_A0A5D4RPI9|UniRef50_A0A5D4RPI9|UniRef90_A0A5D4RPI9
MPDKNC_03613,MPDKNC_03613,CDS,hypothetical protein,,,,,,,,,,,,
MPDKNCJOEG_204,,regulatory_region,c-di-AMP riboswitch aptamer (ydaO/yuaA leader),,,,,,,,RF00379,,0000140,,
MPDKNC_03614,MPDKNC_03614,CDS,Na+-translocating membrane putative-generating system MpsC domain-containing protein,,C|COG5609,,,,,,,WP_079515576.1,0001217,UPI0009A5C92F,UniRef100_A0A5D4RU03|UniRef50_F6DU46|UniRef90_A0A0M0G1Z5
MPDKNC_03615,MPDKNC_03615,CDS,NAD(P)H:quinone oxidoreductase,,C|COG0655,1.6.5.2,0003955|0010181,,,,,WP_048007156.1,0001217,UPI00064E5A5E,UniRef100_A0A0J5S3V2|UniRef50_A0A6N8U188|UniRef90_A0A0J5S3V2
MPDKNC_03616,MPDKNC_03616,CDS,Flavin reductase like domain-containing protein,,C|COG1853,,,,,,,WP_079515575.1,0001217,UPI0009A8DFC8,UniRef100_A0A5D4RTL0|UniRef50_A0A653WZT6|UniRef90_A0A0M0G2V2
MPDKNC_03617,MPDKNC_03617,CDS,Ring-cleaving dioxygenase,,COG0346|Q,,,K15975,,,,WP_079515574.1,0001217,UPI0009A8B6C5,UniRef100_A0A5D4RNQ1|UniRef50_P96693|UniRef90_A0A0M0G1U8
MPDKNC_03618,MPDKNC_03618,CDS,Quaternary amine transport ATP-binding protein,,COG1125|E,,,,,,,WP_056540760.1,0001217,UPI0006FA0565,UniRef100_A0A5D4RTH6|UniRef50_A0A1S1V9S0|UniRef90_A0A0M0G1W0
MPDKNC_03619,MPDKNC_03619,CDS,Glycine/betaine ABC transporter permease,,COG1732|M,,,,,,,WP_238282198.1,0001217,UPI001EE36A71,UniRef100_UPI001EE36A71|UniRef50_A0A0H2XK79|UniRef90_A0A0M0G1Z1
MPDKNC_03620,MPDKNC_03620,CDS,Lipoprotein,,,,,,,,,WP_238282200.1,0001217,UPI001EE2E702,UniRef100_UPI001EE2E702|UniRef50_A0A5D4RTC2|UniRef90_UPI001EE2E702
MPDKNC_03621,MPDKNC_03621,CDS,DUF4083 domain-containing protein,,,,,,,,,WP_238282202.1,0001217,UPI001EE1FC8F,UniRef100_UPI001EE1FC8F|UniRef50_A0A163MT59|UniRef90_UPI001EE1FC8F
MPDKNC_03622,MPDKNC_03622,CDS,Glycosyl transferase family 2,,,,,,,,,WP_337946916.1,0001217,UPI00307FECCD,UniRef100_UPI00307FECCD|UniRef50_A0A0M0G2N0|UniRef90_A0A0M0G2N0
MPDKNC_03623,MPDKNC_03623,CDS,dTDP-4-dehydrorhamnose reductase,,,1.1.1.133,0008831|0009243|0019305,K00067,,,,,0001217,,UniRef50_A0A5D4RQ23|UniRef90_A0A5D4RQ23
MPDKNC_03624,MPDKNC_03624,CDS,dTDP-glucose 4%2C6-dehydratase,,,4.2.1.46,0008460|0009225|0019305,,,,,WP_238282204.1,0001217,UPI001EE15DC6,UniRef100_UPI001EE15DC6|UniRef50_A0A4D4KEQ0|UniRef90_A0A5D4RRN5
MPDKNC_03625,MPDKNC_03625,CDS,dTDP-4-dehydrorhamnose 3%2C5-epimerase,,COG1898|M,5.1.3.13,0008830|0019305,,,,,WP_218246520.1,0001217,UPI001C441EC4,UniRef100_UPI001C441EC4|UniRef50_A0A4P7JEX2|UniRef90_A0A163MT81
MPDKNC_03626,MPDKNC_03626,CDS,glucose-1-phosphate thymidylyltransferase RfbA,,,2.7.7.24,0000271|0008879|0019305,K00973,,,,WP_238282206.1,0001217,UPI001EE393F1,UniRef100_UPI001EE393F1|UniRef50_A0A290XHI8|UniRef90_A0A5D4RNV0
MPDKNC_03627,MPDKNC_03627,CDS,DUF3139 domain-containing protein,,,,,,,,,WP_238282208.1,0001217,UPI001EE23C87,UniRef100_UPI001EE23C87|UniRef50_A0A1B9B235|UniRef90_UPI0028531D0A
MPDKNC_03628,MPDKNC_03628,CDS,glutamate decarboxylase,,COG0076|E,4.1.1.15,0004351|0006540|0030170,,,,,WP_238282217.1,0001217,UPI001EE2A0C1,UniRef100_UPI001EE2A0C1|UniRef50_A0A3S4V4F4|UniRef90_A0A0M0G2F5
MPDKNC_03629,MPDKNC_03629,CDS,3-oxoacyl-ACP reductase,,COG1028|I,,,,,,,WP_238282226.1,0001217,UPI001EE28164,UniRef100_UPI001EE28164|UniRef50_A0A806TXY4|UniRef90_A0A0M0G2U1
MPDKNC_03630,MPDKNC_03630,CDS,ABC transmembrane type-1 domain-containing protein,,COG1173|EP,,,,,,,WP_238282259.1,0001217,UPI001EE28391,UniRef100_UPI001EE28391|UniRef50_A0A1J6W521|UniRef90_A0A0M0G1U0
MPDKNC_03631,MPDKNC_03631,CDS,ABC transmembrane type-1 domain-containing protein,,,,,,,,,WP_238282261.1,0001217,UPI001EE246E7,UniRef100_UPI001EE246E7|UniRef50_A0A0M0G1V1|UniRef90_A0A0M0G1V1
MPDKNC_03632,MPDKNC_03632,CDS,[ribosomal protein uS5]-alanine N-acetyltransferase,,COG1670|JO,,,,,,,WP_238282262.1,0001217,UPI001EE2E471,UniRef100_UPI001EE2E471|UniRef50_O31633|UniRef90_A0A0M0G2F1
MPDKNC_03633,MPDKNC_03633,CDS,2%2C3-diphosphoglycerate-dependent phosphoglycerate mutase,,COG0588|G,5.4.2.11,0004619|0006096,K01834,,,,WP_238282264.1,0001217,UPI001EE1D968,UniRef100_UPI001EE1D968|UniRef50_Q0KET8|UniRef90_A0A0J5S9S2
MPDKNC_03634,MPDKNC_03634,CDS,pyruvate oxidase,,COG0028|EH,1.2.3.3,0000287|0030976,,,,,WP_238282266.1,0001217,UPI001EE30E94,UniRef100_UPI001EE30E94|UniRef50_P96591|UniRef90_A0A0M0G1T6
MPDKNC_03635,MPDKNC_03635,CDS,DinB-like domain-containing protein,,,,,,,,,WP_079515565.1,0001217,UPI0009A75A13,UniRef100_UPI0009A75A13|UniRef50_A0A0M0G2T2|UniRef90_A0A0M0G2T2
MPDKNC_03636,MPDKNC_03636,CDS,hypothetical protein,,,,,,,,,WP_079515564.1,0001217,UPI0009A6152F,UniRef100_UPI0009A6152F|UniRef50_A0A5D4RNW1|UniRef90_A0A5D4RNW1
MPDKNC_03637,MPDKNC_03637,CDS,Acetyltransferase,,COG1670|JO,,,,,,,WP_079515563.1,0001217,UPI0009A85D0F,UniRef100_UPI0009A85D0F|UniRef50_A0A5J6SM27|UniRef90_A0A0M0G1U3
MPDKNC_03638,MPDKNC_03638,CDS,Alpha/beta hydrolase,,COG0596|HR,,,,,,,WP_079515562.1,0001217,UPI0009A88BAA,UniRef100_UPI0009A88BAA|UniRef50_A0A0M5JN66|UniRef90_A0A0M0G367
MPDKNC_03639,MPDKNC_03639,CDS,DinB-like domain-containing protein,,,,,,,,,WP_238282276.1,0001217,UPI001EE33706,UniRef100_UPI001EE33706|UniRef50_A0A176JBF6|UniRef90_A0A0M0G1X0
MPDKNC_03640,MPDKNC_03640,CDS,hypothetical protein,,,,,,,,,,,,
MPDKNC_03641,MPDKNC_03641,CDS,hypothetical protein,,,,,,,,,,0001217,,UniRef50_A0A0M0G2E0|UniRef90_A0A0M0G2E0
MPDKNC_03642,MPDKNC_03642,CDS,Cation transporter,,COG1230|P,,,,,,,WP_238282278.1,0001217,UPI001EE3227F,UniRef100_UPI001EE3227F|UniRef50_A0A7U7JQM3|UniRef90_A0A0M0G2S6
MPDKNC_03643,MPDKNC_03643,CDS,Sortase family protein,,COG3764|M,,,,,,,WP_148985617.1,0001217,UPI0011E8C0F4,UniRef100_A0A5D4RU31|UniRef50_A0A0M0G1S6|UniRef90_A0A0M0G1S6
MPDKNC_03644,MPDKNC_03644,CDS,Membrane protein,,,,,,,,,WP_238282287.1,0001217,UPI001EE25799,UniRef100_UPI001EE25799|UniRef50_S2XJ59|UniRef90_A0A0M0G2H1
MPDKNC_03645,MPDKNC_03645,CDS,energy-coupling factor transporter ATPase,,COG1122|PR,,0005524|0006810|0009898|0042626,,,,,WP_238282289.1,0001217,UPI001EE23279,UniRef100_UPI001EE23279|UniRef50_A0A0M0G1T9|UniRef90_A0A0M0G1T9
MPDKNC_03646,MPDKNC_03646,CDS,Energy-coupling factor transporter transmembrane protein EcfT,,COG0619|H,,,K16785,,,,WP_148985620.1,0001217,UPI0011E981BE,UniRef100_A0A5D4RNT2|UniRef50_A0A0M0G1W5|UniRef90_A0A0M0G1W5
MPDKNC_03647,MPDKNC_03647,CDS,Transcobalamin-like C-terminal domain-containing protein,,,,,,,,,WP_238282290.1,0001217,UPI001EE20AF8,UniRef100_UPI001EE20AF8|UniRef50_A0A165LYU6|UniRef90_A0A165LYU6
MPDKNC_03648,MPDKNC_03648,CDS,Gram-positive cocci surface proteins LPxTG domain-containing protein,,,,,,,,,WP_238282292.1,0001217,UPI001EE3581D,UniRef100_UPI001EE3581D|UniRef50_A0A163MTK5|UniRef90_A0A163MTK5
MPDKNCJOEG_154,,regulatory_region,Cobalamin riboswitch aptamer,,,,,,,,RF00174,,0000035,,
MPDKNC_03649,MPDKNC_03649,CDS,VOC family protein,,,,,,,,,WP_238282302.1,0001217,UPI001EE1D729,UniRef100_UPI001EE1D729|UniRef50_A0A0E4HAK4|UniRef90_UPI001EE1D729
MPDKNC_03650,MPDKNC_03650,CDS,hypothetical protein,,,,,,,,,,,,
MPDKNC_03651,MPDKNC_03651,tmRNA,transfer-messenger RNA%2C SsrA,,,,,,,,,,0000584,,
MPDKNC_03652,MPDKNC_03652,CDS,SsrA-binding protein SmpB,,COG0691|O,,0003723,K03664,,,,WP_048006753.1,0001217,UPI000650028F,UniRef100_A0A0J5TDI4|UniRef50_A8FHG7|UniRef90_A0A0J5TDI4
MPDKNC_03653,MPDKNC_03653,CDS,ribonuclease R,,COG0557|K,3.1.13.1,0003723|0004518,K12573,,,,WP_238282313.1,0001217,UPI001EE34C98,UniRef100_UPI001EE34C98|UniRef50_O32231|UniRef90_A0A6F8TXA2
MPDKNC_03654,MPDKNC_03654,CDS,Carboxylesterase,,COG1647|Q,,,,,,,WP_142129236.1,0001217,UPI00115250DD,UniRef100_A0A5D4RNU1|UniRef50_Q06174|UniRef90_A0A0M0G2R5
MPDKNC_03655,MPDKNC_03655,CDS,preprotein translocase subunit SecG,,COG1314|U,,0015136|0015739|0016020,,,,,WP_048006750.1,0001217,UPI00064FB26B,UniRef100_A0A0J5T6Y4|UniRef50_A0A0J5T6Y4|UniRef90_A0A0J5T6Y4
MPDKNC_03656,MPDKNC_03656,CDS,phosphopyruvate hydratase,,COG0148|G,4.2.1.11,0000015|0000287|0004634|0006096,K01689,,,,WP_048006749.1,0001217,UPI00064E9612,UniRef100_A0A0J5TE70|UniRef50_P37869|UniRef90_A0A0J5TE70
MPDKNC_03657,MPDKNC_03657,CDS,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase,,COG0696|G,5.4.2.12,0006096|0046537,K15633,,,,WP_238282321.1,0001217,UPI001EE39994,UniRef100_UPI001EE39994|UniRef50_Q9X519|UniRef90_A0A0M0G1V7
MPDKNC_03658,MPDKNC_03658,CDS,triose-phosphate isomerase,,COG0149|G,5.3.1.1,0004807|0006096,K01803,,,,WP_048015738.1,0001217,UPI00064E755B,UniRef100_A0A0J5Y4H3|UniRef50_P60180|UniRef90_A0A0J5Y4H3
MPDKNC_03659,MPDKNC_03659,CDS,Phosphoglycerate kinase,,COG0126|G,2.7.2.3,,K00927,,,,WP_048013385.1,0001217,UPI00064E1767,UniRef100_A0A0J5W7L3|UniRef50_P18912|UniRef90_A0A0J5W7L3
MPDKNC_03660,MPDKNC_03660,CDS,type I glyceraldehyde-3-phosphate dehydrogenase,,COG0057|G,,0006006|0016620|0050661|0051287,,,,,WP_048006745.1,0001217,UPI00064E600C,UniRef100_A0A0J5VBR2|UniRef50_P00362|UniRef90_A0A0J5VBR2
MPDKNC_03661,MPDKNC_03661,CDS,Central glycolytic genes regulator,,COG2390|K,,,K05311,,,,WP_053429169.1,0001217,UPI0006A9CFF7,UniRef100_A0A0M0G1S4|UniRef50_O32253|UniRef90_A0A0M0G1S4
