# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	3586964	3587947	-	MPDKNC_03796	597.0	4.7e-214	1.0	0.893	0.920	UniRef:UniRef90_A0A0P6WEC4
contig_1	cds	3588142	3590652	-	MPDKNC_03797	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S2D8
contig_1	cds	3590890	3592002	-	MPDKNC_03798	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE23338
contig_1	cds	3592132	3592968	-	MPDKNC_03799	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2A7EB
contig_1	cds	3593123	3593704	-	MPDKNC_03800	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5T891
contig_1	cds	3593942	3594181	-	MPDKNC_03801	-	-	-	-	-	-
contig_1	cds	3594169	3594726	-	MPDKNC_03802	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00307FE15B
contig_1	cds	3594822	3595163	-	MPDKNC_03803	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1F828
contig_1	cds	3595163	3595567	-	MPDKNC_03804	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE26D51
contig_1	cds	3595589	3597094	-	MPDKNC_03805	927.0	0.0	1.0	1.0	0.986	UniRef:UniRef90_A0A0M0G1J8
contig_1	cds	3597113	3597454	-	MPDKNC_03806	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE23A4B
contig_1	cds	3597591	3598502	+	MPDKNC_03807	568.0	3.9e-204	1.0	0.987	0.911	UniRef:UniRef90_A0A0M0G226
contig_1	cds	3599007	3600650	-	MPDKNC_03808	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1F2FA
contig_1	cds	3600807	3601028	-	MPDKNC_03809	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE297D9
contig_1	cds	3601033	3601476	-	MPDKNC_03810	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1623F
contig_1	cds	3601480	3602061	-	MPDKNC_03811	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE160A5
contig_1	cds	3602122	3603027	-	MPDKNC_03812	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE34F5E
contig_1	cds	3603043	3604620	-	MPDKNC_03813	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1D089
contig_1	cds	3604642	3605139	-	MPDKNC_03814	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE36060
contig_1	cds	3605157	3605423	-	MPDKNC_03815	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE27995
contig_1	cds	3605512	3605925	-	MPDKNC_03816	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE3560E
contig_1	cds	3605985	3606656	-	MPDKNC_03817	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1814F
contig_1	cds	3606646	3608178	-	MPDKNC_03818	884.0	0.0	0.971	1.0	0.901	UniRef:UniRef90_A0A0M0G216
contig_1	cds	3608229	3609137	-	MPDKNC_03819	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE25BD8
contig_1	cds	3609560	3610411	-	MPDKNC_03820	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00064E2EAF
contig_1	cds	3610563	3611480	-	MPDKNC_03821	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE23CBF
contig_1	cds	3611663	3613672	+	MPDKNC_03822	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1E024
contig_1	cds	3614623	3615543	+	MPDKNC_03823	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5TF54
contig_1	cds	3615821	3616288	-	MPDKNC_03824	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE21740
contig_1	cds	3616355	3617257	-	MPDKNC_03825	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2A965
contig_1	cds	3617295	3618182	-	MPDKNC_03826	559.0	6.2e-201	1.0	0.993	0.942	UniRef:UniRef90_A0A0M0G211
contig_1	cds	3618228	3619127	-	MPDKNC_03827	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE19556
contig_1	cds	3619137	3620030	-	MPDKNC_03828	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE20F2F
contig_1	cds	3620052	3620960	-	MPDKNC_03829	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2C537
contig_1	cds	3621834	3622220	-	MPDKNC_03830	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE3008B
contig_1	cds	3622273	3623199	-	MPDKNC_03831	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE16DF6
contig_1	cds	3623383	3625479	-	MPDKNC_03832	1321.0	0.0	1.0	1.0	0.954	UniRef:UniRef90_A0A0M0G352
contig_1	cds	3625622	3626587	+	MPDKNC_03833	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S0J9
contig_1	cds	3627371	3628489	+	MPDKNC_03834	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE15533
contig_1	cds	3628555	3632349	-	MPDKNC_03835	2433.0	0.0	1.0	1.0	0.982	UniRef:UniRef90_A0A5D4S0Y1
contig_1	cds	3632992	3633192	+	MPDKNC_03836	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S623
contig_1	cds	3633189	3633653	+	MPDKNC_03837	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE3211A
contig_1	cds	3634225	3635037	-	MPDKNC_03838	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE39D4B
contig_1	cds	3635055	3635720	-	MPDKNC_03839	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S2H3
contig_1	cds	3635710	3636723	-	MPDKNC_03840	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5T7V8
contig_1	ncRNA-region	3636794	3636898	-	-	80.4	3.3e-14	-	-	-	RFAM:RF00162
contig_1	cds	3637159	3637839	+	MPDKNC_03841	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S3M6
contig_1	cds	3637839	3638834	+	MPDKNC_03842	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE16D37
contig_1	cds	3638924	3639607	+	MPDKNC_03843	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00064F0170
contig_1	cds	3639604	3642120	+	MPDKNC_03844	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1A980
contig_1	cds	3642455	3644758	-	MPDKNC_03845	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1CA53
contig_1	cds	3644943	3645491	+	MPDKNC_03846	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0G1D8
contig_1	cds	3645486	3646238	-	MPDKNC_03847	478.0	3.5e-170	1.0	0.969	0.980	UniRef:UniRef90_A0A163MD93
contig_1	cds	3646280	3647971	-	MPDKNC_03848	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0011E82B36
contig_1	cds	3647968	3649095	-	MPDKNC_03849	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE3869A
contig_1	cds	3649123	3650154	-	MPDKNC_03850	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S1R9
contig_1	cds	3650385	3650813	-	MPDKNC_03851	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1C6BD
contig_1	cds	3650893	3651816	+	MPDKNC_03852	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE22435
contig_1	cds	3651862	3652875	-	MPDKNC_03853	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S0M1
contig_1	cds	3652953	3654890	-	MPDKNC_03854	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1E6CA
contig_1	cds	3654912	3656054	-	MPDKNC_03855	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006FF5261
contig_1	cds	3656051	3658276	-	MPDKNC_03856	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE37584
contig_1	cds	3658291	3659112	-	MPDKNC_03857	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S0R8
contig_1	cds	3659109	3659963	-	MPDKNC_03858	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5TEL5
contig_1	cds	3660057	3661349	-	MPDKNC_03859	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE393E7
contig_1	cds	3661778	3662020	+	MPDKNC_03860	103.0	1.1e-27	0.825	0.868	0.803	UniRef:UniRef90_UPI00345B0A69
contig_1	cds	3662450	3662641	-	MPDKNC_03861	-	-	-	-	-	-
contig_1	cds	3662699	3662962	-	MPDKNC_03862	98.6	2.4e-25	0.908	0.963	0.696	UniRef:UniRef90_A0A165LNM8
contig_1	cds	3662962	3664341	-	MPDKNC_03863	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1ED7B
contig_1	cds	3664451	3665440	-	MPDKNC_03864	611.0	3.4e-220	1.0	0.991	0.909	UniRef:UniRef90_A0A0M0G1C4
contig_1	cds	3665456	3666943	-	MPDKNC_03865	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE20D51
contig_1	cds	3666940	3667944	-	MPDKNC_03866	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2ED52
contig_1	cds	3667941	3669113	-	MPDKNC_03867	715.0	2.6e-259	1.0	0.995	0.915	UniRef:UniRef90_A0A0M0G2A3
contig_1	cds	3669393	3670934	-	MPDKNC_03868	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0023597123
contig_1	cds	3671187	3672392	+	MPDKNC_03869	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1B6F9
contig_1	cds	3672446	3672664	-	MPDKNC_03870	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE28562
contig_1	cds	3672700	3672918	-	MPDKNC_03871	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S656
contig_1	cds	3672933	3673028	-	MPDKNC_03872	-	-	-	-	-	-
contig_1	cds	3673025	3674149	-	MPDKNC_03873	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S0S7
contig_1	cds	3674630	3675451	+	MPDKNC_03874	560.0	8.2e-202	1.0	0.989	0.978	UniRef:UniRef90_A0A5D4S4T6
contig_1	cds	3675454	3676800	+	MPDKNC_03875	853.0	6.7e-312	1.0	0.996	0.964	UniRef:UniRef90_A0A0M0G2A0
contig_1	cds	3676797	3677726	+	MPDKNC_03876	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE30215
contig_1	cds	3677762	3680149	-	MPDKNC_03877	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2FF6A
contig_1	cds	3680163	3681335	-	MPDKNC_03878	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1D09E
contig_1	cds	3681510	3683210	-	MPDKNC_03879	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE29862
contig_1	cds	3683325	3684338	-	MPDKNC_03880	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000700D78A
contig_1	cds	3684335	3685693	-	MPDKNC_03881	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S0M8
contig_1	cds	3685750	3686649	-	MPDKNC_03882	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S663
contig_1	cds	3686868	3687344	-	MPDKNC_03883	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006FAFA22
contig_1	cds	3687520	3689118	-	MPDKNC_03884	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE200B0
contig_1	cds	3689133	3689783	-	MPDKNC_03885	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1B4F9
contig_1	cds	3689975	3691267	+	MPDKNC_03886	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE305CD
contig_1	cds	3691348	3692226	+	MPDKNC_03887	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE266CB
contig_1	cds	3692261	3692860	-	MPDKNC_03888	392.0	5.2e-138	1.0	1.0	0.975	UniRef:UniRef90_A0A0M0G3H7
contig_1	cds	3692880	3694388	-	MPDKNC_03889	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006FCA8B4
contig_1	cds	3694392	3694649	-	MPDKNC_03890	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1BCA6
contig_1	cds	3694700	3695902	-	MPDKNC_03891	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006F32EF5
contig_1	cds	3696055	3696708	+	MPDKNC_03892	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006FFD362
contig_1	cds	3696723	3697607	+	MPDKNC_03893	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE3136E
contig_1	cds	3697656	3698294	-	MPDKNC_03894	313.0	1.3e-106	0.915	1.0	0.907	UniRef:UniRef90_A0A0M0G2F3
contig_1	cds	3698335	3699594	-	MPDKNC_03895	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S4V3
contig_1	ncRNA-region	3699681	3699819	-	-	79.1	3.3e-13	-	-	-	RFAM:RF00379
contig_1	cds	3700030	3700824	-	MPDKNC_03896	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2A1E6
contig_1	cds	3701118	3701606	+	MPDKNC_03897	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE226ED
contig_1	cds	3701701	3702153	-	MPDKNC_03898	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006F49F14
contig_1	cds	3702233	3704155	-	MPDKNC_03899	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2FDD9
contig_1	cds	3704188	3705564	-	MPDKNC_03900	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2A1FC
contig_1	cds	3705561	3705890	-	MPDKNC_03901	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5UKB9
contig_1	cds	3705924	3707228	-	MPDKNC_03902	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2FCB8
contig_1	cds	3707245	3707559	-	MPDKNC_03903	191.0	1.6e-61	0.971	0.990	0.990	UniRef:UniRef90_A0A0M0G2K8
contig_1	cds	3707707	3707907	-	MPDKNC_03904	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE17FDC
contig_1	cds	3707978	3708817	-	MPDKNC_03905	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S0V6
contig_1	rRNA	3709635	3709751	-	MPDKNC_03906	96.9	3.3e-16	-	-	-	RFAM:RF00001
contig_1	rRNA	3709865	3712798	-	MPDKNC_03907	3009.6	2.2e-06	-	-	-	RFAM:RF02541
contig_1	rRNA	3712956	3714506	-	MPDKNC_03908	1645.1	8.6e-50	-	-	-	RFAM:RF00177
contig_1	rRNA	3714925	3715041	-	MPDKNC_03909	96.9	3.3e-16	-	-	-	RFAM:RF00001
contig_1	rRNA	3715155	3718088	-	MPDKNC_03910	3009.6	2.2e-06	-	-	-	RFAM:RF02541
contig_1	rRNA	3718246	3719796	-	MPDKNC_03911	1645.1	8.6e-50	-	-	-	RFAM:RF00177
contig_1	tRNA	3720058	3720132	-	MPDKNC_03912	82.3	-	-	-	-	-
contig_1	tRNA	3720141	3720217	-	MPDKNC_03913	87.9	-	-	-	-	-
contig_1	tRNA	3720232	3720305	-	MPDKNC_03914	82.1	-	-	-	-	-
contig_1	tRNA	3720321	3720405	-	MPDKNC_03915	66.4	-	-	-	-	-
contig_1	tRNA	3720428	3720501	-	MPDKNC_03916	77.0	-	-	-	-	-
contig_1	tRNA	3720506	3720580	-	MPDKNC_03917	74.3	-	-	-	-	-
contig_1	tRNA	3720587	3720662	-	MPDKNC_03918	70.7	-	-	-	-	-
contig_1	tRNA	3720675	3720748	-	MPDKNC_03919	75.5	-	-	-	-	-
contig_1	tRNA	3720791	3720874	-	MPDKNC_03920	76.2	-	-	-	-	-
contig_1	tRNA	3720880	3720955	-	MPDKNC_03921	88.1	-	-	-	-	-
contig_1	tRNA	3720990	3721066	-	MPDKNC_03922	89.1	-	-	-	-	-
contig_1	tRNA	3721191	3721264	-	MPDKNC_03923	76.6	-	-	-	-	-
contig_1	tRNA	3721288	3721380	-	MPDKNC_03924	81.6	-	-	-	-	-
contig_1	tRNA	3721392	3721465	-	MPDKNC_03925	82.3	-	-	-	-	-
contig_1	tRNA	3721486	3721559	-	MPDKNC_03926	65.9	-	-	-	-	-
contig_1	tRNA	3721596	3721671	-	MPDKNC_03927	81.8	-	-	-	-	-
contig_1	tRNA	3721680	3721756	-	MPDKNC_03928	86.8	-	-	-	-	-
contig_1	tRNA	3721763	3721839	-	MPDKNC_03929	79.3	-	-	-	-	-
contig_1	tRNA	3721930	3722004	-	MPDKNC_03930	93.0	-	-	-	-	-
contig_1	tRNA	3722008	3722092	-	MPDKNC_03931	78.1	-	-	-	-	-
contig_1	tRNA	3722103	3722178	-	MPDKNC_03932	93.3	-	-	-	-	-
contig_1	tRNA	3722215	3722290	-	MPDKNC_03933	83.2	-	-	-	-	-
contig_1	tRNA	3722394	3722469	-	MPDKNC_03934	86.4	-	-	-	-	-
contig_1	tRNA	3722473	3722547	-	MPDKNC_03935	79.1	-	-	-	-	-
contig_1	cds	3722741	3722887	-	MPDKNC_03936	74.7	5.9e-17	1.0	1.0	0.688	UniRef:UniRef90_A0A1C4CS57
contig_1	cds	3723044	3723802	-	MPDKNC_03937	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE39ABD
contig_1	cds	3723962	3725359	-	MPDKNC_03938	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2A5EE
contig_1	cds	3725390	3726148	-	MPDKNC_03939	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2AA87
contig_1	cds	3726344	3727144	-	MPDKNC_03940	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1AA5B
contig_1	cds	3727428	3728099	-	MPDKNC_03941	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE30D5C
contig_1	cds	3728171	3728731	-	MPDKNC_03942	351.0	5.9e-122	1.0	0.944	0.989	UniRef:UniRef90_A0A0M0G0G4
contig_1	cds	3728712	3729431	-	MPDKNC_03943	431.0	8.5e-152	1.0	0.930	0.958	UniRef:UniRef90_UPI00296EE032
contig_1	cds	3729732	3730343	-	MPDKNC_03944	383.0	2.4e-134	1.0	0.990	0.980	UniRef:UniRef90_A0A0J5V7A8
contig_1	cds	3730547	3731446	+	MPDKNC_03945	567.0	2.5e-203	1.0	0.872	0.990	UniRef:UniRef90_A0A0M0G0F9
contig_1	cds	3731443	3732861	+	MPDKNC_03946	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE28993
contig_1	cds	3732892	3734235	+	MPDKNC_03947	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RNP4
contig_1	cds	3734278	3734955	-	MPDKNC_03948	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE375E4
contig_1	cds	3735136	3736293	+	MPDKNC_03949	414.0	1.8e-141	0.878	0.983	0.633	UniRef:UniRef90_UPI0030EC477E
contig_1	cds	3736411	3736767	+	MPDKNC_03950	132.0	5.1e-38	0.847	0.917	0.660	UniRef:UniRef90_A0A380FIR3
contig_1	cds	3736786	3737853	+	MPDKNC_03951	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE26ACE
contig_1	cds	3738048	3738875	-	MPDKNC_03952	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006FEF649
contig_1	cds	3738889	3739785	-	MPDKNC_03953	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006F52366
contig_1	cds	3739923	3741155	-	MPDKNC_03954	749.0	4.0e-272	0.998	0.983	0.907	UniRef:UniRef90_A0A0M0G023
contig_1	cds	3741240	3743345	-	MPDKNC_03955	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE21001
contig_1	cds	3743407	3744411	-	MPDKNC_03956	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE176CB
contig_1	cds	3744556	3746445	-	MPDKNC_03957	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE321E6
contig_1	cds	3746635	3747867	+	MPDKNC_03958	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006FCE8FE
contig_1	cds	3748415	3750673	+	MPDKNC_03959	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE3965C
contig_1	cds	3750711	3751013	-	MPDKNC_03960	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5Y3L6
contig_1	cds	3751617	3753608	-	MPDKNC_03961	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE25540
contig_1	cds	3753625	3754785	-	MPDKNC_03962	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE39743
contig_1	cds	3754813	3756240	-	MPDKNC_03963	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE16462
contig_1	cds	3756607	3758577	-	MPDKNC_03964	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2E286
contig_1	cds	3758769	3759305	+	MPDKNC_03965	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE199AE
contig_1	cds	3759356	3759796	-	MPDKNC_03966	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE36D6E
contig_1	cds	3759867	3760625	-	MPDKNC_03967	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE384F4
contig_1	cds	3760622	3761416	-	MPDKNC_03968	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003080C4D8
contig_1	cds	3761416	3762234	-	MPDKNC_03969	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE26425
contig_1	cds	3762236	3763177	-	MPDKNC_03970	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2FE55
contig_1	cds	3763174	3764709	-	MPDKNC_03971	984.0	0.0	1.0	1.0	0.965	UniRef:UniRef90_A0A0M0G113
contig_1	cds	3764820	3765092	-	MPDKNC_03972	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE347BD
contig_1	cds	3765218	3766669	-	MPDKNC_03973	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RSN4
contig_1	cds	3766718	3767680	-	MPDKNC_03974	609.0	6.1e-220	1.0	1.0	0.997	UniRef:UniRef90_A0A0J5V466
contig_1	cds	3767704	3768642	-	MPDKNC_03975	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RQ99
contig_1	cds	3768942	3770402	-	MPDKNC_03976	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE3148C
contig_1	cds	3770403	3772154	-	MPDKNC_03977	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1862E
contig_1	cds	3772218	3775304	-	MPDKNC_03978	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE21F26
contig_1	cds	3775317	3776630	-	MPDKNC_03979	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE33838
contig_1	cds	3776643	3779318	-	MPDKNC_03980	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE3465F
contig_1	cds	3779318	3779941	-	MPDKNC_03981	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0FZ68
contig_1	cds	3779934	3780827	-	MPDKNC_03982	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1C4C7
contig_1	cds	3780805	3782205	-	MPDKNC_03983	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE36AB8
contig_1	cds	3782459	3783958	-	MPDKNC_03984	924.0	0.0	0.998	0.986	0.978	UniRef:UniRef90_A0A5D4RMF3
contig_1	cds	3784135	3786090	-	MPDKNC_03985	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE37E68
contig_1	cds	3786517	3788442	-	MPDKNC_03986	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2E618
contig_1	cds	3788556	3788873	+	MPDKNC_03987	-	-	-	-	-	-
contig_1	cds	3789104	3790051	-	MPDKNC_03988	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE376F2
contig_1	cds	3790299	3791528	+	MPDKNC_03989	798.0	1.5e-291	0.990	0.981	0.970	UniRef:UniRef90_A0A165INE1
contig_1	cds	3791588	3791749	-	MPDKNC_03990	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000A809E24
contig_1	cds	3791892	3793613	+	MPDKNC_03991	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006FF06B7
contig_1	cds	3793676	3795256	+	MPDKNC_03992	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE364E6
contig_1	cds	3795294	3796316	-	MPDKNC_03993	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE31F24
contig_1	cds	3796318	3797013	-	MPDKNC_03994	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE276BB
contig_1	cds	3797010	3797567	-	MPDKNC_03995	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE23121
contig_1	cds	3797586	3798362	-	MPDKNC_03996	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2BDE7
contig_1	cds	3798940	3799587	-	MPDKNC_03997	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2C4FA
contig_1	cds	3799809	3799979	+	MPDKNC_03998	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000A92B236
contig_1	cds	3800052	3801410	+	MPDKNC_03999	821.0	4.4e-299	1.0	0.991	0.936	UniRef:UniRef90_A0A0M0FZ85
contig_1	cds	3801636	3802931	+	MPDKNC_04000	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1EE2D
contig_1	cds	3802949	3804280	+	MPDKNC_04001	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2F3B8
contig_1	cds	3804262	3804579	+	MPDKNC_04002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00114FFA90
contig_1	cds	3804682	3805089	-	MPDKNC_04003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2A956
contig_1	cds	3805344	3806501	-	MPDKNC_04004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE3882A
contig_1	cds	3806689	3807558	+	MPDKNC_04005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2B558
contig_1	cds	3807638	3807823	+	MPDKNC_04006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE35810
contig_1	cds	3808039	3808284	+	MPDKNC_04007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RS39
contig_1	cds	3808436	3809056	-	MPDKNC_04008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2E07D
